instrument_id,customer_id,type,masked_number,issuer_bank,added_date
PI02605,CUST01950,card,**** 9598,IDFC First,2025-01-22
PI02606,CUST01951,card,**** 8770,ICICI,2025-02-05
PI02607,CUST01951,wallet,**** 7850,Yes Bank,2025-10-05
PI02608,CUST01952,upi,**** 8362,Axis,2026-03-08
PI02609,CUST01953,card,**** 6149,ICICI,2026-02-07
PI02610,CUST01954,wallet,**** 6270,Axis,2026-06-08
PI02611,CUST01954,upi,**** 1946,Yes Bank,2025-05-23
PI02612,CUST01955,wallet,**** 8591,Axis,2025-11-08
PI02613,CUST01956,upi,**** 6640,SBI,2025-06-22
PI02614,CUST01956,card,**** 8148,IDFC First,2025-11-28
PI02615,CUST01957,wallet,**** 1452,ICICI,2025-05-11
PI02616,CUST01958,upi,**** 3411,IDFC First,2026-03-31
PI02617,CUST01958,card,**** 8812,ICICI,2026-08-21
PI02618,CUST01959,wallet,**** 3133,Axis,2025-07-06
PI02619,CUST01960,card,**** 3953,HDFC,2025-01-27
PI02620,CUST01960,wallet,**** 3884,ICICI,2025-12-16
PI02621,CUST01961,card,**** 8899,HDFC,2026-04-07
PI02622,CUST01961,card,**** 2228,IDFC First,2025-11-10
PI02623,CUST01962,upi,**** 9029,Axis,2026-03-21
PI02624,CUST01963,card,**** 9057,HDFC,2026-01-28
PI02625,CUST01963,upi,**** 3693,HDFC,2024-11-07
PI02626,CUST01964,card,**** 9899,SBI,2025-06-05
PI02627,CUST01965,upi,**** 5394,IDFC First,2026-08-11
PI02628,CUST01966,upi,**** 4812,HDFC,2025-04-16
PI02629,CUST01966,upi,**** 3879,HDFC,2026-01-02
PI02630,CUST01967,wallet,**** 1128,ICICI,2026-04-03
PI02631,CUST01968,card,**** 4066,HDFC,2025-12-27
PI02632,CUST01968,card,**** 7770,Kotak,2025-12-20
PI02633,CUST01969,card,**** 2567,SBI,2026-02-19
PI02634,CUST01969,card,**** 7512,SBI,2025-10-21
PI02635,CUST01970,card,**** 1992,Axis,2024-10-11
PI02636,CUST01971,card,**** 2170,Axis,2025-07-24
PI02637,CUST01971,upi,**** 1316,ICICI,2026-02-21
PI02638,CUST01972,upi,**** 4178,Axis,2025-10-09
PI02639,CUST01973,upi,**** 1176,HDFC,2025-02-18
PI02640,CUST01974,wallet,**** 4248,ICICI,2025-10-18
PI02641,CUST01975,upi,**** 8517,ICICI,2026-06-02
PI02642,CUST01976,upi,**** 7172,Kotak,2025-09-15
PI02643,CUST01977,card,**** 8218,ICICI,2024-10-12
PI02644,CUST01978,upi,**** 8267,Axis,2025-09-24
PI02645,CUST01978,card,**** 1087,Kotak,2025-03-06
PI02646,CUST01979,wallet,**** 1532,Yes Bank,2025-05-02
PI02647,CUST01980,upi,**** 5261,HDFC,2024-12-03
PI02648,CUST01981,upi,**** 6325,HDFC,2025-08-03
PI02649,CUST01982,wallet,**** 4587,Yes Bank,2025-01-15
PI02650,CUST01982,wallet,**** 4684,ICICI,2026-04-07
PI02651,CUST01983,wallet,**** 3588,IDFC First,2026-07-12
PI02652,CUST01984,card,**** 9862,IDFC First,2024-10-07
PI02653,CUST01985,card,**** 2931,IDFC First,2025-11-10
PI02654,CUST01986,card,**** 6702,Yes Bank,2025-06-10
PI02655,CUST01987,upi,**** 8032,HDFC,2025-09-25
PI02656,CUST01988,upi,**** 7877,Axis,2025-04-13
PI02657,CUST01989,wallet,**** 6425,IDFC First,2026-07-28
PI02658,CUST01990,upi,**** 3723,Kotak,2024-12-19
PI02659,CUST01991,upi,**** 6831,ICICI,2026-07-12
PI02660,CUST01991,wallet,**** 9015,SBI,2025-03-02
PI02661,CUST01992,wallet,**** 7121,HDFC,2024-09-08
PI02662,CUST01992,upi,**** 1009,Kotak,2024-12-26
PI02663,CUST01993,upi,**** 5937,IDFC First,2025-06-01
PI02664,CUST01993,card,**** 7859,Yes Bank,2025-08-20
PI02665,CUST01994,upi,**** 7763,IDFC First,2025-08-15
PI02666,CUST01995,card,**** 1730,Kotak,2025-12-19
PI02667,CUST01996,wallet,**** 2692,Kotak,2025-07-01
PI02668,CUST01997,wallet,**** 1761,ICICI,2025-04-05
PI02669,CUST01998,card,**** 7085,IDFC First,2025-05-07
PI02670,CUST01999,card,**** 1533,SBI,2024-12-13
PI02671,CUST02000,wallet,**** 1566,Kotak,2025-08-12
